RDSI ID,Road Type,Road Name,Road Width (m),Road Length (m),Road Median Available,Road Pedestrian Available,Road Street Light Available,Road under ground Available,Road Bus Shelter Available
1000120300270,ULB ROAD,RAMALINGA NAGAR CROSS 3,7.63,189.13,Not Available,Not Available,Not Available,Not Available,Not Available
1000120300269,ULB ROAD,MARUTHAKKUTTY STREET,6.67,172.75,Not Available,Not Available,Available,Not Available,Not Available
1000120300268,ULB ROAD,VISWESWARAYYA STREET 3,5.92,220.06,Not Available,Not Available,Available,Not Available,Not Available
1000120300267,ULB ROAD,RAMALINGA NAGAR CROSS 2,8.41,45.28,Not Available,Not Available,Available,Not Available,Not Available
1000130300015,ULB ROAD,NETHAJI COLONY,6.33,16.30,Not Available,Not Available,Available,Not Available,Not Available
1000140300003,ULB ROAD,DR AMBEDKAR ROAD,0.85,144.28,Not Available,Not Available,Not Available,Not Available,Not Available
1000140300004,ULB ROAD,DR AMBEDKAR ROAD,5.76,53.08,Not Available,Not Available,Not Available,Available,Not Available
1000150300136,ULB ROAD,RAJENDRAPRASAD STREET 1,6.34,4.11,Not Available,Not Available,Available,Not Available,Not Available
1000150300135,ULB ROAD,NETHAJI ROAD,4.85,47.18,Not Available,Not Available,Available,Not Available,Not Available
1000120300266,ULB ROAD,RAMALINGA NAGAR CROSS 4,6.12,47.39,Not Available,Not Available,Not Available,Not Available,Not Available
1000120300265,ULB ROAD,SABABATHI STREET,4.20,51.40,Not Available,Not Available,Available,Not Available,Not Available
1000120300264,ULB ROAD,N S R ROAD,10.44,15.39,Not Available,Not Available,Available,Not Available,Not Available
1000120300263,ULB ROAD,KRISHNAMMAL STREET,4.58,59.95,Not Available,Not Available,Available,Not Available,Not Available
1000120300262,ULB ROAD,N R G STREET,6.23,97.36,Not Available,Not Available,Available,Not Available,Not Available
1000120300261,ULB ROAD,RAMALINGA NAGAR CROSS 2,7.61,122.62,Not Available,Not Available,Not Available,Not Available,Not Available
1000120300260,ULB ROAD,CHINNAMMAL STREET,6.37,126.28,Not Available,Not Available,Available,Not Available,Not Available
1000120300259,ULB ROAD,P V KRISHNAN STREET,4.27,250.87,Not Available,Not Available,Available,Not Available,Not Available
1000120300258,ULB ROAD,C S RATHINASABAPATHI STREET,6.98,183.26,Not Available,Not Available,Available,Not Available,Not Available
1000120300257,ULB ROAD,K R SHANMUGAM STREET,6.21,243.71,Not Available,Not Available,Available,Not Available,Not Available
1000120300256,ULB ROAD,CHINNAPPAN STREET,3.03,114.29,Not Available,Not Available,Available,Not Available,Not Available
1000120300255,ULB ROAD,MAYAAKKAL STREET,6.07,113.45,Not Available,Not Available,Available,Not Available,Not Available
1000120300254,ULB ROAD,C S RATHINASABAPATHI STREET,6.01,109.69,Not Available,Not Available,Available,Not Available,Not Available
1000120300253,ULB ROAD,KALIAMMAN KOVIL STREET,4.53,177.30,Not Available,Not Available,Available,Not Available,Not Available
1000120300252,ULB ROAD,SIVAKUMAR STREET,10.65,41.61,Not Available,Not Available,Available,Not Available,Not Available
1000120300251,ULB ROAD,C S RATHINASABAPATHI STREET,7.64,47.69,Not Available,Not Available,Available,Not Available,Not Available
1000120300250,ULB ROAD,N R G STREET,6.04,40.66,Not Available,Not Available,Not Available,Not Available,Not Available
1000120300249,ULB ROAD,CHINNAMMAL STREET,7.50,209.81,Not Available,Not Available,Available,Not Available,Not Available
1000120300248,ULB ROAD,G K SUNDARAM STREET,7.25,41.90,Not Available,Not Available,Available,Not Available,Not Available
1000120300247,ULB ROAD,SIVAKUMAR STREET,6.35,89.74,Not Available,Not Available,Available,Not Available,Not Available
1000120300246,ULB ROAD,CHINTHAMANI NAGAR,5.93,45.50,Not Available,Not Available,Not Available,Not Available,Not Available
1000120300245,ULB ROAD,N R G STREET,4.56,60.11,Not Available,Not Available,Available,Not Available,Not Available
1000120300244,ULB ROAD,N R G STREET,6.81,95.40,Not Available,Not Available,Available,Not Available,Not Available
1000120300243,ULB ROAD,MANIAM KALIAPPAN STREET,6.13,157.12,Not Available,Not Available,Available,Not Available,Not Available
1000120300242,ULB ROAD,ANNA NAGAR,6.96,30.66,Not Available,Not Available,Not Available,Not Available,Not Available
1000120300241,ULB ROAD,CHINTHAMANI NAGAR,6.51,46.38,Not Available,Not Available,Available,Not Available,Not Available
1000120300240,ULB ROAD,K G LAYOUT,6.41,121.14,Not Available,Not Available,Available,Not Available,Not Available
1000120300239,ULB ROAD,SASTHIRI STREET,6.00,128.69,Not Available,Not Available,Available,Not Available,Not Available
1000120300238,ULB ROAD,SASTHIRI STREET,6.00,93.72,Not Available,Not Available,Not Available,Not Available,Not Available
1000120300237,ULB ROAD,GANAPATHY LAYOUT,5.91,171.03,Not Available,Not Available,Available,Not Available,Not Available
1000120300236,ULB ROAD,KRISHNAMMAL STREET,6.00,58.17,Not Available,Not Available,Available,Not Available,Not Available
1000120300235,ULB ROAD,MANIAM KALIAPPAN STREET,5.98,46.49,Not Available,Not Available,Available,Not Available,Not Available
1000120300234,ULB ROAD,CHINNAMMAL STREET,7.41,226.21,Not Available,Not Available,Available,Not Available,Not Available
1000120300233,ULB ROAD,GANAPATHY LAYOUT,7.06,91.48,Not Available,Not Available,Available,Not Available,Not Available
1000120300232,ULB ROAD,THIRUMALAI STREET,3.62,110.38,Not Available,Not Available,Available,Not Available,Not Available
1000120300231,ULB ROAD,N R G STREET,5.89,227.27,Not Available,Not Available,Not Available,Not Available,Not Available
1000120300230,ULB ROAD,KRISHNAMMAL STREET,6.65,130.24,Not Available,Not Available,Not Available,Not Available,Not Available
1000120300229,ULB ROAD,KALIAPPA GOUNDER LAYOUT,6.93,80.35,Not Available,Not Available,Not Available,Not Available,Not Available
1000120300228,ULB ROAD,MUTHUSAMY STREET,3.93,109.16,Not Available,Not Available,Not Available,Not Available,Not Available
1000120300227,ULB ROAD,CHINNASAMY STREET,1.92,45.32,Not Available,Not Available,Available,Not Available,Not Available
1000120300226,ULB ROAD,MANIAM KALIAPPAN STREET,7.53,15.90,Not Available,Not Available,Available,Not Available,Not Available
1000120300225,ULB ROAD,KRISHNAMMAL STREET,6.38,124.66,Not Available,Not Available,Available,Not Available,Not Available
1000120300224,ULB ROAD,MANIAM MARUTHAKUTTY STREET,6.05,239.55,Not Available,Not Available,Available,Not Available,Not Available
1000120300223,ULB ROAD,CHINNAMMAL STREET,7.15,160.95,Not Available,Not Available,Not Available,Not Available,Not Available
1000120300222,ULB ROAD,KUPPUSAMY STREET,2.65,49.63,Not Available,Not Available,Not Available,Not Available,Not Available
1000120300221,ULB ROAD,KUPPUSAMY STREET,7.28,58.24,Not Available,Not Available,Not Available,Not Available,Not Available
1000120300220,ULB ROAD,CHINNASAMY STREET,2.09,40.50,Not Available,Not Available,Available,Not Available,Not Available
1000120300219,ULB ROAD,CHINNASAMY STREET,2.09,13.14,Not Available,Not Available,Available,Not Available,Not Available
1000120300218,ULB ROAD,KALIAPPAN STREET,6.20,159.26,Not Available,Not Available,Available,Not Available,Not Available
1000120300217,ULB ROAD,SUBBAIYA STREET,4.22,84.14,Not Available,Not Available,Not Available,Not Available,Not Available
1000120300216,ULB ROAD,MANIAM KALIAPPAN STREET,5.92,85.70,Not Available,Not Available,Available,Not Available,Not Available
1000120300215,ULB ROAD,KRISHNAMMAL STREET,4.57,62.77,Not Available,Not Available,Available,Not Available,Not Available
1000120300214,ULB ROAD,SASTHIRI STREET,6.00,62.23,Not Available,Not Available,Available,Not Available,Not Available
1000120300213,ULB ROAD,SASTHIRI STREET,6.00,42.24,Not Available,Not Available,Available,Not Available,Not Available
1000120300212,ULB ROAD,SASTHIRI STREET,6.00,54.61,Not Available,Not Available,Available,Not Available,Not Available
1000120300211,ULB ROAD,MARUTHAKKUTTY STREET,4.69,197.49,Not Available,Not Available,Available,Not Available,Not Available
1000120300210,ULB ROAD,SASTHIRI STREET,6.00,27.90,Not Available,Not Available,Not Available,Not Available,Not Available
1000120300209,ULB ROAD,SASTHIRI STREET,6.00,62.24,Not Available,Not Available,Available,Not Available,Not Available
1000120300208,ULB ROAD,SASTHIRI STREET,6.00,74.48,Not Available,Not Available,Available,Not Available,Not Available
1000120300207,ULB ROAD,KRISHNAMMAL STREET,4.39,99.81,Not Available,Not Available,Available,Not Available,Not Available
1000120300206,ULB ROAD,SIVAKUMAR STREET,8.52,56.39,Not Available,Not Available,Available,Not Available,Not Available
1000120300205,ULB ROAD,C S RATHINASABAPATHI STREET,10.03,58.95,Not Available,Not Available,Available,Not Available,Not Available
1000120300204,ULB ROAD,KANNAKKAL STREET,3.85,56.55,Not Available,Not Available,Available,Not Available,Not Available
1000130300016,ULB ROAD,R K NAIDU LAYOUT,9.03,44.55,Not Available,Not Available,Available,Not Available,Not Available
1000120300203,ULB ROAD,C S RATHINASABAPATHI STREET,6.75,64.38,Not Available,Not Available,Not Available,Not Available,Not Available
1000120300202,ULB ROAD,N R G STREET,6.80,41.89,Not Available,Not Available,Available,Not Available,Not Available
1000120300201,ULB ROAD,K G LAYOUT 3RD CROSS,6.21,52.44,Not Available,Not Available,Available,Not Available,Not Available
1000120300200,ULB ROAD,P V KRISHNAN STREET,3.77,82.68,Not Available,Not Available,Available,Not Available,Not Available
1000120300199,ULB ROAD,CHINNAMMAL STREET,6.25,22.04,Not Available,Not Available,Not Available,Not Available,Not Available
1000120300198,ULB ROAD,CHINNAMMAL STREET,7.50,62.25,Not Available,Not Available,Not Available,Not Available,Not Available
1000120300197,ULB ROAD,CHINNAMMAL STREET,7.50,53.65,Not Available,Not Available,Available,Not Available,Not Available
1000120300196,ULB ROAD,CHINNAMMAL STREET,7.50,47.38,Not Available,Not Available,Available,Not Available,Not Available
1000120300195,ULB ROAD,K G LAYOUT 3RD CROSS,6.65,43.86,Not Available,Not Available,Available,Not Available,Not Available
1000120300194,ULB ROAD,G K SUNDARAM STREET,4.08,65.76,Not Available,Not Available,Not Available,Not Available,Not Available
1000120300193,ULB ROAD,CHINTHAMANI NAGAR,6.67,55.60,Not Available,Not Available,Not Available,Not Available,Not Available
1000120300009,ULB ROAD,RAMASAMY STREET,7.15,57.96,Not Available,Not Available,Not Available,Not Available,Not Available
1000120300010,ULB ROAD,RAMASAMY STREET,6.12,46.47,Not Available,Not Available,Available,Not Available,Not Available
1000120300011,ULB ROAD,BADHRUSAMY STREET,6.36,56.15,Not Available,Not Available,Available,Not Available,Not Available
1000120300012,ULB ROAD,KARRUPUSAMY MESTHIRI STREET,6.39,17.75,Not Available,Not Available,Available,Not Available,Not Available
1000120300013,ULB ROAD,ANNA NAGAR,2.23,15.90,Not Available,Not Available,Available,Not Available,Not Available
1000120300014,ULB ROAD,N S R ROAD,10.57,43.80,Not Available,Not Available,Available,Not Available,Not Available
1000120300015,ULB ROAD,KARRUPUSAMY MESTHIRI STREET,8.84,107.16,Not Available,Not Available,Not Available,Not Available,Not Available
1000120300016,ULB ROAD,KARRUPUSAMY MESTHIRI STREET,8.68,43.74,Not Available,Not Available,Not Available,Not Available,Not Available
1000120300017,ULB ROAD,K G LAYOUT 3RD CROSS,6.40,41.95,Not Available,Not Available,Not Available,Not Available,Not Available
1000120300018,ULB ROAD,KRISHNAMMAL STREET,4.58,1.03,Not Available,Not Available,Not Available,Not Available,Not Available
1000120300019,ULB ROAD,KRISHNAMMAL STREET,4.58,38.08,Not Available,Not Available,Not Available,Not Available,Not Available
1000120300020,ULB ROAD,N R G STREET,5.91,101.93,Not Available,Not Available,Available,Not Available,Not Available
1000120300021,ULB ROAD,RAMALINGA NAGAR CROSS 1,7.32,41.77,Not Available,Not Available,Available,Not Available,Not Available
1000120300022,ULB ROAD,K G LAYOUT,6.75,52.29,Not Available,Not Available,Available,Not Available,Not Available
1000120300023,ULB ROAD,K G LAYOUT,8.52,40.19,Not Available,Not Available,Not Available,Not Available,Not Available
1000120300025,ULB ROAD,K G LAYOUT 3RD CROSS,4.36,43.13,Not Available,Not Available,Available,Not Available,Not Available
1000120300026,ULB ROAD,K G LAYOUT 3RD CROSS,4.36,42.65,Not Available,Not Available,Available,Not Available,Not Available
1000120300027,ULB ROAD,S V RAMANI STREET,7.35,4.33,Not Available,Not Available,Available,Not Available,Not Available
1000120300028,ULB ROAD,S V RAMANI STREET,7.29,24.84,Not Available,Not Available,Available,Not Available,Not Available
1000140300001,ULB ROAD,THADAGAM ROAD,6.67,130.33,Not Available,Not Available,Not Available,Available,Not Available
1000140300002,ULB ROAD,DR AMBEDKAR ROAD,0.85,43.35,Not Available,Not Available,Not Available,Not Available,Not Available
1000150300137,ULB ROAD,RAJENDRAPRASAD STREET 1,6.34,16.08,Not Available,Not Available,Not Available,Not Available,Not Available
1000210300485,ULB ROAD,SUNDAPALAYAM ROAD,12.52,378.40,Not Available,Not Available,Available,Not Available,Not Available
1000120300030,ULB ROAD,CHINTHAMANI NAGAR,6.67,45.18,Not Available,Not Available,Available,Not Available,Not Available
1000120300031,ULB ROAD,AROKIYASAMY STREET,7.56,21.40,Not Available,Not Available,Available,Not Available,Not Available
1000120300032,ULB ROAD,G K SUNDARAM STREET,4.08,2.03,Not Available,Not Available,Not Available,Not Available,Not Available
1000120300033,ULB ROAD,K G LAYOUT 3RD CROSS,6.34,26.81,Not Available,Not Available,Not Available,Not Available,Not Available
1000120300034,ULB ROAD,K G LAYOUT,6.12,39.06,Not Available,Not Available,Available,Not Available,Not Available
1000120300035,ULB ROAD,K G LAYOUT,6.12,11.50,Not Available,Not Available,Available,Not Available,Not Available
1000120300036,ULB ROAD,K G LAYOUT,6.96,53.42,Not Available,Not Available,Available,Not Available,Not Available
1000120300037,ULB ROAD,G K SUNDARAM STREET,7.07,23.78,Not Available,Not Available,Not Available,Not Available,Not Available
1000120300038,ULB ROAD,CHINNAMMAL STREET,7.48,41.87,Not Available,Not Available,Available,Not Available,Not Available
1000120300039,ULB ROAD,CHINNAMMAL STREET,7.50,45.61,Not Available,Not Available,Available,Not Available,Not Available
1000130300053,ULB ROAD,JANAKI NAGAR,6.83,52.60,Not Available,Not Available,Available,Not Available,Not Available
1000130300054,ULB ROAD,ANANDA HOUSING UNIT,1.20,38.23,Not Available,Not Available,Available,Not Available,Not Available
1000130300055,ULB ROAD,ANANDHA HOUSING COLONY 3,5.79,35.06,Not Available,Not Available,Not Available,Not Available,Not Available
1000130300056,ULB ROAD,ANANDHA HOUSING COLONY 3,7.37,18.37,Not Available,Not Available,Available,Not Available,Not Available
1000130300057,ULB ROAD,ANANDA HOUSING UNIT,1.78,47.84,Not Available,Not Available,Not Available,Not Available,Not Available
1000130300058,ULB ROAD,ANANDHA HOUSING COLONY 3,2.87,40.54,Not Available,Not Available,Not Available,Not Available,Not Available
1000130300059,ULB ROAD,ANANDHA HOUSING COLONY 3,2.16,58.18,Not Available,Not Available,Not Available,Not Available,Not Available
1000130300060,ULB ROAD,SUBRAMANIAPURAM STREET,5.34,16.80,Not Available,Not Available,Not Available,Not Available,Not Available
1000130300061,ULB ROAD,AMMAN KOVIL STREET,7.56,13.51,Not Available,Not Available,Available,Not Available,Not Available
1000130300062,ULB ROAD,AMMAN KOVIL STREET,8.51,56.87,Not Available,Not Available,Available,Not Available,Not Available
1000130300063,ULB ROAD,DR RADHAKRISHNAN STREET,1.81,78.82,Not Available,Not Available,Not Available,Not Available,Not Available
1000130300064,ULB ROAD,KOUNDASAMYNAIDU STREET 2,1.75,32.38,Not Available,Not Available,Available,Not Available,Not Available
1000130300065,ULB ROAD,RAMASAMY NAIDU LAYOUT 2,6.22,54.91,Not Available,Not Available,Not Available,Not Available,Not Available
1000130300066,ULB ROAD,KOUNDASAMYNAIDU STREET 2,2.45,50.95,Not Available,Not Available,Available,Not Available,Not Available
1000130300067,ULB ROAD,AMMAN KOVIL STREET,3.75,135.62,Not Available,Not Available,Available,Not Available,Not Available
1000130300068,ULB ROAD,AMMAN KOVIL STREET,5.79,39.71,Not Available,Not Available,Available,Not Available,Not Available
1000130300069,ULB ROAD,K K PUDHUR ROAD,3.60,21.43,Not Available,Not Available,Available,Not Available,Not Available
1000130300070,ULB ROAD,N S R ROAD,8.16,121.82,Not Available,Not Available,Not Available,Not Available,Not Available
1000140300006,ULB ROAD,DR AMBEDKAR ROAD,5.76,63.16,Not Available,Not Available,Not Available,Available,Not Available
1000130300215,ULB ROAD,N S R ROAD,13.36,13.88,Not Available,Not Available,Not Available,Not Available,Not Available
1000130300218,ULB ROAD,RAMALINGAM NAGAR 3,5.93,43.24,Not Available,Not Available,Available,Not Available,Not Available
1000130300217,ULB ROAD,KOUNDASAMYNAIDU STREET 2,2.57,106.41,Not Available,Not Available,Available,Not Available,Not Available
